T_UTC;T_UTC_in_s;drift_in_s;std_in_s
2003-01-01T00:00:00.000000;1041379200.0;-8.328662325816749e-06;0.00010000011355808196
2003-01-07T07:34:44.210526;1041924884.2105263;-1.666668595188582;0.00011832187345315757
2003-01-13T15:09:28.421053;1042470568.4210526;-3.3333320102329167;0.00011832187205441255
2003-01-19T22:44:12.631579;1043016252.6315787;-4.999997957203043;0.00011832187327725462
2003-01-26T06:18:56.842105;1043561936.8421053;-6.666653213718555;0.00011832187074093879
2003-02-01T13:53:41.052632;1044107621.0526316;-8.333341587296689;0.00011832187118306306
2003-02-07T21:28:25.263158;1044653305.2631578;-9.999981376305374;0.00011832184934625813
2003-02-14T05:03:09.473684;1045198989.4736842;-11.666661996994659;0.00011832183967289394
2003-02-20T12:37:53.684210;1045744673.6842103;-13.333329246447825;0.0001183218556667226
2003-02-26T20:12:37.894737;1046290357.8947368;-14.99999454053842;0.00011832183962693473
2003-03-05T03:47:22.105263;1046836042.1052632;20.000005033118835;0.00011832184137455329
2003-03-11T11:22:06.315790;1047381726.3157897;17.777774498758085;0.00011832183880052502
2003-03-17T18:56:50.526316;1047927410.5263158;15.55556023950397;0.00011832184002505389
2003-03-24T02:31:34.736842;1048473094.7368422;13.333337750618607;0.00011832182476773471
2003-03-30T10:06:18.947368;1049018778.9473684;11.111109868924997;0.00011832182739332175
2003-04-05T17:41:03.157895;1049564463.1578947;8.888892810371539;0.00011832182765447426
2003-04-12T01:15:47.368421;1050110147.3684213;6.666664139471619;0.00011832181903002323
2003-04-18T08:50:31.578947;1050655831.5789474;4.444444822963884;0.00011832181761255934
2003-04-24T16:25:15.789474;1051201515.7894737;2.2222221748029574;0.00011832181799505587
2003-05-01T00:00:00.000000;1051747200.0;-9.881675318013095e-07;0.00011832181867792196
