T_UTC;T_UTC_in_s;drift_in_s;std_in_s
2003-01-01T00:00:00.000000;1041379200.0;-2.484266826488207e-06;0.00010000005990293854
2003-01-07T07:34:44.210526;1041924884.2105263;7.101670331800396e-06;0.00011832179071693057
2003-01-13T15:09:28.421053;1042470568.4210526;1.0259420873237484e-05;0.00011832178849944416
2003-01-19T22:44:12.631579;1043016252.6315787;7.570840908177618e-06;0.00011832178932347817
2003-01-26T06:18:56.842105;1043561936.8421053;5.749422042135642e-06;0.00011832177568922223
2003-02-01T13:53:41.052632;1044107621.0526316;5.8136271302562474e-06;0.00011832178660334697
2003-02-07T21:28:25.263158;1044653305.2631578;6.300557668833766e-06;0.00011832176692698605
2003-02-14T05:03:09.473684;1045198989.4736842;5.626691355875315e-06;0.00011832175615228672
2003-02-20T12:37:53.684210;1045744673.6842103;6.239072010475696e-06;0.00011832177034354837
2003-02-26T20:12:37.894737;1046290357.8947368;7.185578381148361e-06;0.00011832175527438022
2003-03-05T03:47:22.105263;1046836042.1052632;6.824478908093196e-06;0.00011832175584274525
2003-03-11T11:22:06.315790;1047381726.3157897;6.725705673012172e-06;0.00011832175503561867
2003-03-17T18:56:50.526316;1047927410.5263158;6.546644550728398e-06;0.00011832175598283052
2003-03-24T02:31:34.736842;1048473094.7368422;7.073845227731357e-06;0.00011832174022635541
2003-03-30T10:06:18.947368;1049018778.9473684;5.223936992440614e-06;0.00011832174218374024
2003-04-05T17:41:03.157895;1049564463.1578947;6.0671744935569816e-06;0.00011832174327420013
2003-04-12T01:15:47.368421;1050110147.3684213;5.054136726898029e-06;0.00011832173665171414
2003-04-18T08:50:31.578947;1050655831.5789474;4.842326047395373e-06;0.00011832173461095058
2003-04-24T16:25:15.789474;1051201515.7894737;4.975951481717145e-06;0.00011832173500401148
2003-05-01T00:00:00.000000;1051747200.0;4.966598630563868e-06;0.00011832173451261094
