T_UTC;T_UTC_in_s;drift_in_s;std_in_s
2003-01-01T00:00:00.000000;1041379200.0;2.3560660553387712e-06;0.00010000009252252652
2003-01-07T07:34:44.210526;1041924884.2105263;6.254214848279591e-06;0.0001183218377083565
2003-01-13T15:09:28.421053;1042470568.4210526;1.551332206410388e-05;0.00011832183654731278
2003-01-19T22:44:12.631579;1043016252.6315787;1.0601400483504223e-05;0.00011832183802106008
2003-01-26T06:18:56.842105;1043561936.8421053;8.658210841052543e-06;0.0001183218357065994
2003-02-01T13:53:41.052632;1044107621.0526316;9.827265628912056e-06;0.00011832183409129878
2003-02-07T21:28:25.263158;1044653305.2631578;1.3610416132250066e-05;0.00011832181523895801
2003-02-14T05:03:09.473684;1045198989.4736842;1.2407033971287397e-05;0.00011832180500304145
2003-02-20T12:37:53.684210;1045744673.6842103;1.1175996926056043e-05;0.00011832181787375267
2003-02-26T20:12:37.894737;1046290357.8947368;8.131799541219453e-06;0.00011832180430208845
2003-03-05T03:47:22.105263;1046836042.1052632;5.9157064284279075e-06;0.00011832180440825933
2003-03-11T11:22:06.315790;1047381726.3157897;9.599669892917939e-06;0.00011832180310196298
2003-03-17T18:56:50.526316;1047927410.5263158;1.0282242371206785e-05;0.00011832180385373352
2003-03-24T02:31:34.736842;1048473094.7368422;8.62578853168261e-06;0.00011832178749508055
2003-03-30T10:06:18.947368;1049018778.9473684;9.711266655387796e-06;0.00011832179021574612
2003-04-05T17:41:03.157895;1049564463.1578947;9.63909243106853e-06;0.00011832179028937979
2003-04-12T01:15:47.368421;1050110147.3684213;9.647296483533685e-06;0.00011832178380687076
2003-04-18T08:50:31.578947;1050655831.5789474;8.307602663723546e-06;0.0001183217827697269
2003-04-24T16:25:15.789474;1051201515.7894737;8.66318181994008e-06;0.00011832178330012516
2003-05-01T00:00:00.000000;1051747200.0;9.561658612142199e-06;0.0001183217831015607
