T_UTC;T_UTC_in_s;drift_in_s;std_in_s
2003-01-01T00:00:00.000000;1041379200.0;5.026153296504184e-06;0.00010000008155240317
2003-01-07T07:34:44.210526;1041924884.2105263;8.546196040686655e-06;0.00011832183634999563
2003-01-13T15:09:28.421053;1042470568.4210526;1.6704464892517238e-05;0.00011832183492484033
2003-01-19T22:44:12.631579;1043016252.6315787;1.3193907420804725e-05;0.0001183218361041041
2003-01-26T06:18:56.842105;1043561936.8421053;1.8441249494723457e-05;0.00011832183281375174
2003-02-01T13:53:41.052632;1044107621.0526316;1.2972680701596686e-05;0.00011832183275274427
2003-02-07T21:28:25.263158;1044653305.2631578;1.8408048510565974e-05;0.00011832181277528376
2003-02-14T05:03:09.473684;1045198989.4736842;9.326103181108313e-06;0.00011832180189889617
2003-02-20T12:37:53.684210;1045744673.6842103;1.1974457956157548e-05;0.00011832181737770605
2003-02-26T20:12:37.894737;1046290357.8947368;1.2839513540419123e-05;0.00011832180179747402
2003-03-05T03:47:22.105263;1046836042.1052632;1.4554206235278377e-05;0.00011832180298781828
2003-03-11T11:22:06.315790;1047381726.3157897;1.5091992095733753e-05;0.00011832180175811455
2003-03-17T18:56:50.526316;1047927410.5263158;1.2963767260558423e-05;0.00011832179989915034
2003-03-24T02:31:34.736842;1048473094.7368422;1.390020883639681e-05;0.00011832178715220573
2003-03-30T10:06:18.947368;1049018778.9473684;1.3555691544792081e-05;0.00011832178960876129
2003-04-05T17:41:03.157895;1049564463.1578947;1.4432677457230925e-05;0.00011832179049585627
2003-04-12T01:15:47.368421;1050110147.3684213;1.3323984033405956e-05;0.00011832178194271679
2003-04-18T08:50:31.578947;1050655831.5789474;1.3089527735026668e-05;0.00011832177955332609
2003-04-24T16:25:15.789474;1051201515.7894737;1.3156237225475653e-05;0.00011832178022106227
2003-05-01T00:00:00.000000;1051747200.0;1.3477506078794776e-05;0.0001183217802287394
